Date,Open,High,Low,Close
2020-01-01,16.01229476928711,16.104116439819336,16.007400512695312,16.01229476928711
2020-01-02,16.012500762939453,16.04424285888672,15.951299667358398,16.010299682617188
2020-01-03,16.008100509643555,16.02522850036621,16.000499725341797,16.00909996032715
2020-01-06,16.010356903076172,16.071245193481445,15.913290023803713,16.010499954223633
2020-01-07,16.04450035095215,16.060373306274414,16.009899139404297,16.04439926147461
2020-01-08,16.045499801635742,16.073009490966797,15.94800853729248,16.038799285888672
2020-01-09,15.996800422668455,16.03316307067871,15.80079460144043,15.999699592590332
2020-01-10,15.965399742126465,15.9795560836792,15.949999809265137,15.96269989013672
2020-01-13,15.826759338378906,15.974533081054688,15.8125,15.82640266418457
2020-01-14,15.90149974822998,15.913878440856934,15.787500381469728,15.900099754333496
2020-01-15,15.857538223266602,15.887812614440918,15.75749969482422,15.848199844360352
2020-01-16,15.8302001953125,15.856517791748049,15.731300354003906,15.82919979095459
2020-01-17,15.801600456237791,15.815185546875,15.692030906677246,15.800399780273438
2020-01-20,15.800408363342283,15.81999969482422,15.704999923706056,15.80097770690918
2020-01-21,15.753899574279783,15.799599647521973,15.697500228881836,15.753700256347656
2020-01-22,15.77427864074707,15.810279846191406,15.71500015258789,15.770010948181152
2020-01-23,15.777047157287598,15.829999923706056,15.704999923706056,15.777047157287598
2020-01-24,15.74679183959961,15.784292221069336,15.636609077453612,15.739999771118164
2020-01-27,15.777634620666504,15.79446506500244,15.697500228881836,15.777992248535156
2020-01-28,15.767502784729004,15.804367065429688,15.729999542236328,15.76743221282959
2020-01-29,15.768500328063965,15.811362266540527,15.71500015258789,15.776556968688965
2020-01-30,15.783069610595703,15.815884590148926,15.66444492340088,15.776100158691406
2020-01-31,15.77239990234375,15.786514282226562,15.760000228881836,15.772199630737305
2020-02-03,15.785510063171388,15.819127082824709,15.739999771118164,15.784727096557615
2020-02-04,15.805578231811523,15.81633758544922,15.725000381469728,15.805721282958984
2020-02-05,15.771200180053713,15.801300048828123,15.613768577575684,15.778894424438477
2020-02-06,15.756985664367676,15.770000457763672,15.678500175476074,15.74940013885498
2020-02-07,15.726900100708008,15.742618560791016,15.720399856567385,15.736988067626951
2020-02-10,15.7525053024292,15.753700256347656,15.6274995803833,15.75128173828125
2020-02-11,15.70069980621338,15.714736938476562,15.621299743652344,15.699600219726562
2020-02-12,15.697336196899414,15.711864471435549,15.6274995803833,15.695252418518066
2020-02-13,15.69629955291748,15.724635124206545,15.535688400268556,15.697500228881836
2020-02-14,15.67020034790039,15.684953689575195,15.56395435333252,15.67020034790039
2020-02-17,15.664190292358398,15.673949241638184,15.552499771118164,15.662890434265137
2020-02-18,15.60949993133545,15.65668487548828,15.539999961853027,15.609700202941896
2020-02-19,15.576199531555176,15.621100425720217,15.521300315856934,15.57610034942627
2020-02-20,15.571499824523926,15.617562294006348,15.477499961853027,15.57040023803711
2020-02-21,15.529899597167969,15.542888641357422,15.521300315856934,15.537068367004396
2020-02-24,15.54664707183838,15.587188720703123,15.470000267028809,15.547651290893556
2020-02-25,15.531399726867676,15.596529006958008,15.47977066040039,15.530799865722656
2020-02-26,15.562511444091797,15.621156692504885,15.510000228881836,15.55620002746582
2020-02-27,15.56410026550293,15.63939094543457,15.501301765441896,15.564900398254396
2020-02-28,15.615762710571287,15.619919776916504,15.488850593566896,15.613348960876465
2020-03-02,15.573018074035645,15.668299674987791,15.550000190734863,15.57449722290039
2020-03-03,15.609800338745115,15.67039966583252,15.518868446350098,15.61340045928955
2020-03-04,15.619500160217283,15.668087005615234,15.523553848266602,15.619400024414062
2020-03-05,15.629237174987791,15.645732879638672,15.461127281188965,15.628464698791504
2020-03-06,15.619305610656738,15.627922058105469,15.517578125,15.61673069000244
2020-03-09,15.478375434875488,15.73409652709961,15.373745918273926,15.481433868408203
2020-03-10,15.675901412963867,15.744298934936523,15.56999969482422,15.677000999450684
2020-03-11,15.699012756347656,15.74335765838623,15.65999984741211,15.704760551452637
2020-03-12,15.680336952209473,15.69318389892578,15.549768447875977,15.679780006408691
2020-03-13,15.68131160736084,15.687211036682127,15.659299850463867,15.679208755493164
2020-03-16,15.604528427124023,15.773381233215332,15.59237003326416,15.61145305633545
2020-03-17,15.719300270080566,15.772822380065918,15.6899995803833,15.722200393676758
2020-03-18,15.714599609375,15.773045539855955,15.69629955291748,15.719599723815918
2020-03-19,15.724499702453612,15.774062156677246,15.69219970703125,15.712599754333496
2020-03-20,15.720399856567385,15.73574161529541,15.579648971557615,15.72189998626709
2020-03-23,15.732933044433594,15.780684471130373,15.620065689086914,15.72579860687256
2020-03-24,15.71909999847412,15.769521713256836,15.696800231933594,15.718099594116213
2020-03-25,15.726099967956545,15.768136978149414,15.68000030517578,15.727999687194824
2020-03-26,15.714400291442873,15.763500213623049,15.699399948120115,15.714500427246094
2020-03-27,15.722100257873535,15.738490104675291,15.71030044555664,15.72029972076416
2020-03-30,15.536399841308594,15.81410026550293,15.447198867797852,15.53380012512207
2020-03-31,15.742300033569336,15.76952838897705,15.67117691040039,15.740099906921388
