Date,Open,High,Low,Close,Adj Close,Volume,Change
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.0594253540039,135480400,
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.34913635253906,146322800,-0.9722035519879405
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.92562866210938,118387200,0.7968245219206774
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.5826644897461,108872000,-0.47030460371630417
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.75023651123047,132079200,1.6086288271489533
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.31676483154297,170108400,2.124081397654538
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.48704528808594,140644800,0.22607036734635946
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.09976959228516,121532000,2.1364370733372846
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.05867004394531,161954400,-1.3503277683875972
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.73271942138672,121923600,-0.4285519922216676
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.68135833740234,108829200,1.252647890524093
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.53031921386719,137816400,1.1070996257036934
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.0049057006836,110843200,-0.6776907061324791
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.27976989746094,101832400,0.35695260342689156
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.65193939208984,104472000,0.48158599953085346
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.42813110351562,146537600,-0.288197661896449
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.15135955810547,161940000,-2.940525092944822
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.27733612060547,162234000,2.8289334484693995
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.89494323730469,216229200,2.093233606780207
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.78060913085938,126743200,-0.14491004070108193
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.28755950927734,199588400,-4.433873334381147
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.080810546875,173788400,-0.27462960056099256
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.55951690673828,136616400,3.301367951955726
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.19197082519531,118826800,0.8154323518098114
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.1065444946289,105425600,1.1696932976394614
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.03129577636719,117684000,-1.5928147387491238
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.40188598632812,109348800,0.47495204183033757
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.92887878417969,94323200,-0.6033284139495375
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.7795181274414,113730400,2.374777761439437
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.21141052246094,94747600,-0.7121078859769309
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.23089599609375,80113600,0.024630495597134518
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.7801513671875,152531200,-1.83105461871483
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.9066162109375,93984000,1.44827433140674
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.09712982177734,100566000,-1.0258968463974318
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.32939147949219,129554000,-2.263503052234319
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.7037124633789,222195200,-4.750038555191245
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.24108123779297,230673600,-3.3872179058296576
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.35535430908203,198054800,1.5863675150069307
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.69098663330078,320605600,-6.53682053025401
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.65198516845703,426510000,-0.05849797767481529
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.85731506347656,341397200,9.310072274952946
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.54342651367188,319475600,-3.175927951511764
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.8155517578125,219178400,4.638456577639134
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.42119598388672,187572800,-3.243699915243507
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.47271728515625,226176800,-1.3280125870939155
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.89888763427734,286744800,-7.909208541712092
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.572998046875,285290000,7.202157246522789
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.15670013427734,255598800,-3.4730510230939586
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.524654388427734,418474000,-9.875466605505197
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.77600860595703,370732000,11.98082665473158
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.05683135986328,322423600,-12.864695596573803
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.653564453125,324056000,4.397008216537337
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.144287109375,300233600,-2.447995897518338
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.6834602355957,271857200,-0.7662056203340826
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.89442443847656,401693200,-6.348555177559369
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.706993103027344,336752800,-2.1244155728838465
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.195499420166016,287531200,10.032540114763615
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.8639030456543,303602000,-0.550875155319735
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.01411056518555,252087200,5.262299586231516
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.405189514160156,204216800,-4.140224751262375
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.129024505615234,167976400,2.85379507090742
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.00224304199219,197002000,-0.20407530216366887
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.73986053466797,176218400,-5.261705130869217
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.72004318237305,165934000,1.6686683626928787
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.861778259277344,129880000,-1.4371408643005004
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.996726989746094,201820400,8.723746836966404
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.255489349365234,202887200,-1.1582308571582713
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.87449645996094,168895200,2.559462990362783
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.34264373779297,161834800,0.7216081697688913
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.62516021728516,131022800,1.9627635200198235
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.98993682861328,194994800,5.050315752230101
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.35111999511719,131154400,-0.9127313111321709
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.90217590332031,157125200,0.7945750532016367
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.95369720458984,215250000,-1.356871399529372
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.5224380493164,130015200,-2.0756702159000042
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.43528747558594,180991600,-3.091033035419698
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.32007598876953,116862400,2.8803558993071143
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.05916595458984,124814400,-0.3875433902806877
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.99513244628906,126161200,2.886958686924134
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.04391479492188,117087600,0.07068318414263638
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.92475128173828,112004800,-1.6209438280229964
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.1557388305664,137280800,3.2845232447051322
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.63574981689453,183064000,2.1096085131450013
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.48247528076172,240616800,-1.6099321529186255
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.47970581054688,133568000,1.4148809057535034
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.55254364013672,147751200,1.5008847869833308
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.30107879638672,142333600,1.0317271640702386
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.05937957763672,115215200,1.0344893394040267
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.8221206665039,133838400,2.1037778540477237
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.01522064208984,145946400,1.5735352290909377
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.13505554199219,162301200,-1.142822764963601
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.21578216552734,200622400,-1.2074145728808188
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.6778793334961,158929200,0.6143392445746114
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.23045349121094,166348400,-0.591205349656172
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.00298309326172,135178400,2.356114588842791
