date,content,headlines
2024-03-21T16:46:46Z,"The United States Department of Justice (DOJ) has filed a landmark civil antitrust lawsuit against the tech giant Apple, alleging that the company has stifled competition to boost its revenues and il… [+3020 chars]",US DOJ announces antitrust lawsuit against tech giant Apple
