| Date       | Open               | High               | Low                | Close              | Adj Close          | Volume |
|------------|--------------------|--------------------|--------------------|--------------------|--------------------|--------|
| 2020-01-01 |  16.01229476928711 | 16.104116439819336 | 16.007400512695312 |  16.01229476928711 |  16.01229476928711 |      0 |
| 2020-01-02 | 16.012500762939453 |  16.04424285888672 | 15.951299667358398 | 16.010299682617188 | 16.010299682617188 |      0 |
| 2020-01-03 | 16.008100509643555 |  16.02522850036621 | 16.000499725341797 |  16.00909996032715 |  16.00909996032715 |      0 |
| 2020-01-06 | 16.010356903076172 | 16.071245193481445 | 15.913290023803711 | 16.010499954223633 | 16.010499954223633 |      0 |
| 2020-01-07 |  16.04450035095215 | 16.060373306274414 | 16.009899139404297 |  16.04439926147461 |  16.04439926147461 |      0 |
| 2020-01-08 | 16.045499801635742 | 16.073009490966797 |  15.94800853729248 | 16.038799285888672 | 16.038799285888672 |      0 |
| 2020-01-09 | 15.996800422668457 |  16.03316307067871 |  15.80079460144043 | 15.999699592590332 | 15.999699592590332 |      0 |
| 2020-01-10 | 15.965399742126465 |   15.9795560836792 | 15.949999809265137 | 15.962699890136719 | 15.962699890136719 |      0 |
| 2020-01-13 | 15.826759338378906 | 15.974533081054688 |            15.8125 |  15.82640266418457 |  15.82640266418457 |      0 |
| 2020-01-14 |  15.90149974822998 | 15.913878440856934 | 15.787500381469727 | 15.900099754333496 | 15.900099754333496 |      0 |
| 2020-01-15 | 15.857538223266602 | 15.887812614440918 | 15.757499694824219 | 15.848199844360352 | 15.848199844360352 |      0 |
| 2020-01-16 |   15.8302001953125 | 15.856517791748047 | 15.731300354003906 |  15.82919979095459 |  15.82919979095459 |      0 |
| 2020-01-17 | 15.801600456237793 |    15.815185546875 | 15.692030906677246 | 15.800399780273438 | 15.800399780273438 |      0 |
| 2020-01-20 | 15.800408363342285 | 15.819999694824219 | 15.704999923706055 |  15.80097770690918 |  15.80097770690918 |      0 |
| 2020-01-21 | 15.753899574279785 | 15.799599647521973 | 15.697500228881836 | 15.753700256347656 | 15.753700256347656 |      0 |
| 2020-01-22 |  15.77427864074707 | 15.810279846191406 |  15.71500015258789 | 15.770010948181152 | 15.770010948181152 |      0 |
| 2020-01-23 | 15.777047157287598 | 15.829999923706055 | 15.704999923706055 | 15.777047157287598 | 15.777047157287598 |      0 |
| 2020-01-24 |  15.74679183959961 | 15.784292221069336 | 15.636609077453613 | 15.739999771118164 | 15.739999771118164 |      0 |
| 2020-01-27 | 15.777634620666504 | 15.794465065002441 | 15.697500228881836 | 15.777992248535156 | 15.777992248535156 |      0 |
| 2020-01-28 | 15.767502784729004 | 15.804367065429688 | 15.729999542236328 |  15.76743221282959 |  15.76743221282959 |      0 |
| 2020-01-29 | 15.768500328063965 | 15.811362266540527 |  15.71500015258789 | 15.776556968688965 | 15.776556968688965 |      0 |
| 2020-01-30 | 15.783069610595703 | 15.815884590148926 | 15.664444923400879 | 15.776100158691406 | 15.776100158691406 |      0 |
| 2020-01-31 |  15.77239990234375 | 15.786514282226562 | 15.760000228881836 | 15.772199630737305 | 15.772199630737305 |      0 |
| 2020-02-03 | 15.785510063171387 | 15.819127082824707 | 15.739999771118164 | 15.784727096557617 | 15.784727096557617 |      0 |
| 2020-02-04 | 15.805578231811523 | 15.816337585449219 | 15.725000381469727 | 15.805721282958984 | 15.805721282958984 |      0 |
| 2020-02-05 | 15.771200180053711 | 15.801300048828125 | 15.613768577575684 | 15.778894424438477 | 15.778894424438477 |      0 |
| 2020-02-06 | 15.756985664367676 | 15.770000457763672 | 15.678500175476074 |  15.74940013885498 |  15.74940013885498 |      0 |
| 2020-02-07 | 15.726900100708008 | 15.742618560791016 | 15.720399856567383 | 15.736988067626953 | 15.736988067626953 |      0 |
| 2020-02-10 |   15.7525053024292 | 15.753700256347656 |   15.6274995803833 |  15.75128173828125 |  15.75128173828125 |      0 |
| 2020-02-11 | 15.700699806213379 | 15.714736938476562 | 15.621299743652344 | 15.699600219726562 | 15.699600219726562 |      0 |
| 2020-02-12 | 15.697336196899414 | 15.711864471435547 |   15.6274995803833 | 15.695252418518066 | 15.695252418518066 |      0 |
| 2020-02-13 |  15.69629955291748 | 15.724635124206543 | 15.535688400268555 | 15.697500228881836 | 15.697500228881836 |      0 |
| 2020-02-14 |  15.67020034790039 | 15.684953689575195 |  15.56395435333252 |  15.67020034790039 |  15.67020034790039 |      0 |
| 2020-02-17 | 15.664190292358398 | 15.673949241638184 | 15.552499771118164 | 15.662890434265137 | 15.662890434265137 |      0 |
| 2020-02-18 |  15.60949993133545 | 15.656684875488281 | 15.539999961853027 | 15.609700202941895 | 15.609700202941895 |      0 |
| 2020-02-19 | 15.576199531555176 | 15.621100425720215 | 15.521300315856934 |  15.57610034942627 |  15.57610034942627 |      0 |
| 2020-02-20 | 15.571499824523926 | 15.617562294006348 | 15.477499961853027 |  15.57040023803711 |  15.57040023803711 |      0 |
| 2020-02-21 | 15.529899597167969 | 15.542888641357422 | 15.521300315856934 | 15.537068367004395 | 15.537068367004395 |      0 |
| 2020-02-24 | 15.546647071838379 | 15.587188720703125 | 15.470000267028809 | 15.547651290893555 | 15.547651290893555 |      0 |
| 2020-02-25 | 15.531399726867676 | 15.596529006958008 |  15.47977066040039 | 15.530799865722656 | 15.530799865722656 |      0 |
| 2020-02-26 | 15.562511444091797 | 15.621156692504883 | 15.510000228881836 |  15.55620002746582 |  15.55620002746582 |      0 |
| 2020-02-27 |  15.56410026550293 |  15.63939094543457 | 15.501301765441895 | 15.564900398254395 | 15.564900398254395 |      0 |
| 2020-02-28 | 15.615762710571289 | 15.619919776916504 | 15.488850593566895 | 15.613348960876465 | 15.613348960876465 |      0 |
| 2020-03-02 | 15.573018074035645 | 15.668299674987793 | 15.550000190734863 |  15.57449722290039 |  15.57449722290039 |      0 |
| 2020-03-03 | 15.609800338745117 |  15.67039966583252 | 15.518868446350098 |  15.61340045928955 |  15.61340045928955 |      0 |
| 2020-03-04 | 15.619500160217285 | 15.668087005615234 | 15.523553848266602 | 15.619400024414062 | 15.619400024414062 |      0 |
| 2020-03-05 | 15.629237174987793 | 15.645732879638672 | 15.461127281188965 | 15.628464698791504 | 15.628464698791504 |      0 |
| 2020-03-06 | 15.619305610656738 | 15.627922058105469 |       15.517578125 | 15.616730690002441 | 15.616730690002441 |      0 |
| 2020-03-09 | 15.478375434875488 |  15.73409652709961 | 15.373745918273926 | 15.481433868408203 | 15.481433868408203 |      0 |
| 2020-03-10 | 15.675901412963867 | 15.744298934936523 | 15.569999694824219 | 15.677000999450684 | 15.677000999450684 |      0 |
| 2020-03-11 | 15.699012756347656 |  15.74335765838623 |  15.65999984741211 | 15.704760551452637 | 15.704760551452637 |      0 |
| 2020-03-12 | 15.680336952209473 | 15.693183898925781 | 15.549768447875977 | 15.679780006408691 | 15.679780006408691 |      0 |
| 2020-03-13 |  15.68131160736084 | 15.687211036682129 | 15.659299850463867 | 15.679208755493164 | 15.679208755493164 |      0 |
| 2020-03-16 | 15.604528427124023 | 15.773381233215332 |  15.59237003326416 |  15.61145305633545 |  15.61145305633545 |      0 |
| 2020-03-17 | 15.719300270080566 | 15.772822380065918 |   15.6899995803833 | 15.722200393676758 | 15.722200393676758 |      0 |
| 2020-03-18 |    15.714599609375 | 15.773045539855957 |  15.69629955291748 | 15.719599723815918 | 15.719599723815918 |      0 |
| 2020-03-19 | 15.724499702453613 | 15.774062156677246 |  15.69219970703125 | 15.712599754333496 | 15.712599754333496 |      0 |
| 2020-03-20 | 15.720399856567383 |  15.73574161529541 | 15.579648971557617 |  15.72189998626709 |  15.72189998626709 |      0 |
| 2020-03-23 | 15.732933044433594 | 15.780684471130371 | 15.620065689086914 | 15.725798606872559 | 15.725798606872559 |      0 |
| 2020-03-24 | 15.719099998474121 | 15.769521713256836 | 15.696800231933594 | 15.718099594116211 | 15.718099594116211 |      0 |
| 2020-03-25 | 15.726099967956543 | 15.768136978149414 | 15.680000305175781 | 15.727999687194824 | 15.727999687194824 |      0 |
| 2020-03-26 | 15.714400291442871 | 15.763500213623047 | 15.699399948120117 | 15.714500427246094 | 15.714500427246094 |      0 |
| 2020-03-27 | 15.722100257873535 | 15.738490104675293 |  15.71030044555664 |  15.72029972076416 |  15.72029972076416 |      0 |
| 2020-03-30 | 15.536399841308594 |  15.81410026550293 | 15.447198867797852 |  15.53380012512207 |  15.53380012512207 |      0 |
| 2020-03-31 | 15.742300033569336 |  15.76952838897705 |  15.67117691040039 | 15.740099906921387 | 15.740099906921387 |      0 |
| 2020-04-01 |  15.71030044555664 | 15.770724296569824 |   15.6850004196167 |  15.70989990234375 |  15.70989990234375 |      0 |
| 2020-04-02 | 15.720499992370605 | 15.768045425415039 | 15.695300102233887 | 15.715299606323242 | 15.715299606323242 |      0 |
| 2020-04-03 | 15.722399711608887 | 15.735264778137207 | 15.705499649047852 | 15.721699714660645 | 15.721699714660645 |      0 |
| 2020-04-06 |  15.72439956665039 |  15.77399730682373 | 15.650861740112305 | 15.724100112915039 | 15.724100112915039 |      0 |
| 2020-04-07 | 15.715100288391113 | 15.768638610839844 | 15.696900367736816 | 15.717300415039062 | 15.717300415039062 |      0 |
| 2020-04-08 | 15.754300117492676 |  15.76976490020752 | 15.618754386901855 | 15.750200271606445 | 15.750200271606445 |      0 |
| 2020-04-09 | 15.720800399780273 | 15.769808769226074 | 15.699899673461914 | 15.725847244262695 | 15.725847244262695 |      0 |
| 2020-04-10 | 15.762399673461914 | 15.774702072143555 | 15.711299896240234 |  15.76039981842041 |  15.76039981842041 |      0 |
| 2020-04-13 | 15.753299713134766 | 15.811260223388672 | 15.453765869140625 | 15.751700401306152 | 15.751700401306152 |      0 |
| 2020-04-14 | 15.770700454711914 | 15.774484634399414 | 15.477481842041016 | 15.766400337219238 | 15.766400337219238 |      0 |
